01:00:00,66,47,30.0,8
01:00:09,65,26,29.0,4
01:00:19,11,5,25.0,4
01:00:29,34,47,34.0,13
01:00:39,63,37,30.0,4
01:00:48,56,18,34.0,18
01:00:58,2,20,26.0,7
01:01:08,37,35,24.0,15
01:01:18,62,33,20.0,4
01:01:28,36,36,21.0,14
01:01:37,17,23,17.0,28
01:01:47,49,39,19.0,6
01:01:57,23,27,15.0,16
01:02:07,69,21,23.0,4
01:02:16,4,29,22.0,28
01:02:26,32,40,24.0,4
01:02:36,59,22,17.0,10
01:02:46,21,46,16.0,10
01:02:56,31,24,17.0,4
01:03:05,45,32,24.0,22
01:03:15,16,4,16.0,13
01:03:25,49,49,11.0,9
01:03:35,22,7,12.0,29
01:03:45,46,1,10.0,17
01:03:54,34,42,11.0,5
01:04:04,52,4,13.0,27
01:04:14,21,40,11.0,35
01:04:24,27,4,14.0,4
01:04:33,16,48,13.0,16
01:04:43,43,42,14.0,18
01:04:53,22,10,13.0,7
01:05:03,51,27,13.0,15
01:05:13,19,42,12.0,14
01:05:22,15,15,10.0,20
01:05:32,42,33,14.0,16
01:05:42,12,49,12.0,13
01:05:52,44,42,13.0,12
01:06:01,33,8,13.0,11
01:06:11,26,19,12.0,4
01:06:21,31,17,14.0,12
01:06:31,55,47,11.0,24
01:06:41,65,38,11.0,24
01:06:50,23,43,11.0,17
01:07:00,54,22,12.0,9
01:07:10,14,9,11.0,11
01:07:20,49,14,10.0,17
01:07:30,37,43,13.0,8
01:07:39,43,21,12.0,6
01:07:49,40,36,12.0,12
01:07:59,68,32,9.0,24
01:08:09,17,7,5.0,4
01:08:18,1,44,7.0,12
01:08:28,64,2,6.0,19
01:08:38,31,48,6.0,21
01:08:48,4,28,9.0,28
01:08:58,67,45,9.0,4
01:09:07,11,46,6.0,16
01:09:17,32,11,9.0,4
01:09:27,51,14,7.0,5
01:09:37,36,29,6.0,12
01:09:47,3,49,8.0,15
01:09:56,61,22,5.0,17
01:10:06,65,14,7.0,6
01:10:16,53,43,9.0,18
01:10:26,7,20,6.0,4
01:10:35,15,41,8.0,5
01:10:45,39,7,8.0,14
01:10:55,44,48,9.0,4
01:11:05,68,13,5.0,9
01:11:15,17,38,6.0,13
01:11:24,31,35,7.0,9
01:11:34,63,12,9.0,17
01:11:44,27,38,8.0,5
01:11:54,23,25,6.0,14
01:12:03,30,3,9.0,10
01:12:13,69,13,6.0,4
01:12:23,24,24,5.0,11
01:12:33,47,9,2.0,7
01:12:43,56,27,1.0,15
01:12:52,24,44,4.0,5
01:13:02,13,45,4.0,15
01:13:12,29,4,3.0,14
01:13:22,23,11,1.0,13
01:13:32,14,7,1.0,12
01:13:41,7,44,4.0,14
01:13:51,16,24,1.0,17
01:14:01,27,7,2.0,12
01:14:11,34,15,4.0,10
01:14:20,2,32,3.0,14
01:14:30,41,12,3.0,12
01:14:40,16,23,2.0,5
01:14:50,1,40,3.0,15
01:15:00,68,10,2.0,16
01:15:09,14,11,4.0,8
01:15:19,25,31,2.0,5
01:15:29,62,48,2.0,8
01:15:39,63,15,2.0,6
01:15:48,1,35,2.0,9
01:15:58,56,5,3.0,16
01:16:08,40,46,4.0,7
01:16:18,29,25,3.0,16
01:16:28,54,40,4.0,6
01:16:37,11,33,3.0,12
01:16:47,26,8,2.0,15
01:16:57,11,38,4.0,12
01:17:07,42,12,1.0,12
01:17:17,50,11,4.0,12
01:17:26,5,42,4.0,17
01:17:36,67,9,4.0,17
01:17:46,52,14,1.0,17
01:17:56,54,16,2.0,5
01:18:05,32,17,4.0,13
01:18:15,13,21,3.0,17
01:18:25,59,38,4.0,16
01:18:35,29,8,1.0,6
01:18:45,40,10,3.0,9
01:18:54,64,7,3.0,9
01:19:04,52,36,1.0,5
01:19:14,40,42,2.0,14
01:19:24,38,30,3.0,9
01:19:34,54,8,2.0,5
01:19:43,22,12,2.0,17
01:19:53,16,9,4.0,9
01:20:03,52,17,3.0,6
01:20:13,64,7,3.0,9
01:20:22,56,13,3.0,10
01:20:32,50,6,4.0,12
01:20:42,3,12,1.0,12
01:20:52,64,22,1.0,6
01:21:02,17,14,1.0,9
01:21:11,44,10,4.0,7
01:21:21,27,22,4.0,8
01:21:31,51,30,3.0,7
01:21:41,44,9,3.0,11
01:21:50,31,24,4.0,12
01:22:00,23,21,2.0,11
01:22:10,25,33,4.0,12
01:22:20,68,32,3.0,12
01:22:30,7,14,3.0,7
01:22:39,18,47,1.0,9
01:22:49,40,28,4.0,12
01:22:59,56,19,4.0,8
01:23:09,44,38,4.0,11
01:23:19,60,24,4.0,8
01:23:28,29,7,3.0,7
01:23:38,3,45,3.0,8
01:23:48,58,30,2.0,8
02:00:00,63,19,32.0,32
02:00:09,55,38,27.0,8
02:00:19,7,10,31.0,25
02:00:29,55,43,27.0,9
02:00:39,43,26,30.0,14
02:00:48,8,41,26.0,9
02:00:58,59,30,32.0,17
02:01:08,64,43,18.0,17
02:01:18,27,4,15.0,28
02:01:28,56,29,18.0,11
02:01:37,14,29,24.0,7
02:01:47,55,18,19.0,12
02:01:57,48,25,16.0,17
02:02:07,43,12,18.0,10
02:02:16,39,10,17.0,24
02:02:26,32,48,23.0,16
02:02:36,15,34,15.0,4
02:02:46,63,35,23.0,8
02:02:56,3,46,24.0,21
02:03:05,8,36,23.0,17
02:03:15,5,43,15.0,27
02:03:25,39,44,10.0,15
02:03:35,69,11,11.0,14
02:03:45,38,40,13.0,25
02:03:54,64,1,10.0,17
02:04:04,22,23,12.0,14
02:04:14,22,31,10.0,17
02:04:24,59,3,13.0,14
02:04:33,43,4,12.0,29
02:04:43,48,35,13.0,7
02:04:53,54,28,14.0,10
02:05:03,14,43,10.0,23
02:05:13,55,13,11.0,32
02:05:22,47,41,13.0,4
02:05:32,19,21,12.0,15
02:05:42,35,24,13.0,4
02:05:52,35,46,13.0,11
02:06:01,23,26,14.0,12
02:06:11,34,5,14.0,15
02:06:21,2,23,14.0,4
02:06:31,20,42,11.0,4
02:06:41,69,19,13.0,5
02:06:50,49,38,14.0,18
02:07:00,39,5,13.0,4
02:07:10,45,9,13.0,5
02:07:20,14,46,11.0,5
02:07:30,2,39,14.0,20
02:07:39,58,30,10.0,4
02:07:49,45,42,14.0,12
02:07:59,48,26,8.0,4
02:08:09,17,47,9.0,4
02:08:18,65,29,9.0,31
02:08:28,24,45,8.0,16
02:08:38,2,9,8.0,35
02:08:48,61,40,5.0,18
02:08:58,57,23,8.0,6
02:09:07,6,1,7.0,10
02:09:17,2,27,7.0,4
02:09:27,33,19,7.0,4
02:09:37,64,49,5.0,4
02:09:47,50,46,5.0,4
02:09:56,48,22,8.0,4
02:10:06,3,14,7.0,16
02:10:16,1,22,8.0,4
02:10:26,31,8,9.0,8
02:10:35,69,43,8.0,8
02:10:45,31,29,8.0,17
02:10:55,64,21,9.0,16
02:11:05,46,18,5.0,10
02:11:15,40,43,8.0,15
02:11:24,61,17,6.0,4
02:11:34,13,45,5.0,13
02:11:44,51,6,5.0,8
02:11:54,67,23,7.0,17
02:12:03,29,4,9.0,13
02:12:13,10,17,8.0,15
02:12:23,39,9,5.0,9
02:12:33,13,8,4.0,14
02:12:43,37,9,4.0,9
02:12:52,14,17,3.0,9
02:13:02,63,49,4.0,7
02:13:12,9,8,1.0,8
02:13:22,42,17,4.0,13
02:13:32,11,13,4.0,5
02:13:41,8,38,4.0,11
02:13:51,47,40,3.0,6
02:14:01,40,5,1.0,14
02:14:11,40,30,4.0,15
02:14:20,40,18,1.0,10
02:14:30,6,49,1.0,5
02:14:40,51,11,4.0,16
02:14:50,26,6,4.0,11
02:15:00,27,6,2.0,10
02:15:09,40,8,2.0,11
02:15:19,7,42,1.0,13
02:15:29,5,3,3.0,5
02:15:39,1,2,3.0,6
02:15:48,9,39,3.0,11
02:15:58,24,19,3.0,13
02:16:08,43,22,1.0,12
02:16:18,19,9,1.0,12
02:16:28,53,45,2.0,17
02:16:37,35,10,4.0,8
02:16:47,15,12,4.0,16
02:16:57,60,45,4.0,8
02:17:07,65,37,2.0,10
02:17:17,34,10,1.0,17
02:17:26,63,40,4.0,6
02:17:36,61,30,4.0,8
02:17:46,14,38,3.0,6
02:17:56,41,1,3.0,6
02:18:05,3,3,3.0,16
02:18:15,11,41,2.0,14
02:18:25,13,9,2.0,7
02:18:35,61,29,3.0,11
02:18:45,18,31,3.0,9
02:18:54,23,38,4.0,14
02:19:04,65,8,1.0,5
02:19:14,66,43,2.0,15
02:19:24,8,35,4.0,8
02:19:34,21,44,1.0,13
02:19:43,9,24,4.0,15
02:19:53,23,39,1.0,7
