01:00:00,7,44,28.0,21
01:00:17,56,48,30.0,7
01:00:34,34,33,30.0,33
01:00:51,52,32,26.0,11
01:01:08,66,5,22.0,5
01:01:25,12,16,20.0,21
01:01:42,10,22,23.0,12
01:01:59,61,10,16.0,20
01:02:17,60,39,18.0,27
01:02:34,56,7,20.0,4
01:02:51,58,3,20.0,20
01:03:08,47,32,24.0,17
01:03:25,23,11,14.0,4
01:03:42,67,30,10.0,16
01:03:59,52,43,13.0,7
01:04:17,11,16,14.0,17
01:04:34,30,49,10.0,9
01:04:51,27,22,14.0,10
01:05:08,55,17,13.0,4
01:05:25,31,2,12.0,15
01:05:42,56,13,13.0,13
01:05:59,44,32,12.0,11
01:06:16,11,13,14.0,17
01:06:34,33,2,11.0,27
01:06:51,40,2,14.0,19
01:07:08,47,40,13.0,4
01:07:25,47,40,14.0,21
01:07:42,32,34,10.0,4
01:07:59,42,33,7.0,17
01:08:16,62,8,9.0,5
01:08:34,8,29,7.0,4
01:08:51,2,24,8.0,6
01:09:08,59,28,7.0,13
01:09:25,55,44,7.0,7
01:09:42,12,49,7.0,4
01:09:59,53,42,5.0,5
01:10:16,63,43,7.0,17
01:10:33,23,30,5.0,12
01:10:51,66,10,9.0,13
01:11:08,51,46,8.0,4
01:11:25,31,17,9.0,10
01:11:42,14,25,7.0,9
01:11:59,41,28,6.0,12
01:12:16,37,16,6.0,6
01:12:33,45,12,2.0,9
01:12:51,58,33,2.0,9
01:13:08,18,1,4.0,4
01:13:25,68,33,2.0,16
01:13:42,23,15,3.0,16
01:13:59,10,25,1.0,6
01:14:16,26,5,4.0,9
01:14:33,66,28,1.0,5
01:14:50,42,11,2.0,13
01:15:08,15,38,1.0,6
01:15:25,41,7,2.0,13
01:15:42,63,1,2.0,12
01:15:59,37,37,4.0,8
01:16:16,13,17,3.0,11
01:16:33,30,17,3.0,17
01:16:50,11,42,4.0,10
01:17:08,36,40,2.0,16
01:17:25,59,18,1.0,14
01:17:42,31,9,4.0,17
