16:00:00,30,44,29.0,16
16:01:08,40,26,24.0,26
16:02:17,67,45,20.0,4
16:03:25,9,47,12.0,21
16:04:34,47,39,11.0,11
16:05:42,4,13,11.0,4
16:06:51,14,38,10.0,15
16:07:59,51,1,8.0,11
16:09:08,63,49,5.0,5
16:10:17,14,7,5.0,16
16:11:25,20,15,7.0,9
16:12:34,54,49,2.0,16
16:13:42,17,7,2.0,13
16:14:51,26,31,4.0,5
16:15:59,67,21,2.0,10
16:17:08,57,35,1.0,11
16:18:17,54,20,2.0,16
16:19:25,1,42,1.0,12
16:20:34,17,21,3.0,9
16:21:42,40,25,2.0,17
16:22:51,69,6,4.0,7
17:00:00,45,16,32.0,4
17:01:08,25,4,18.0,4
17:02:17,20,24,23.0,13
17:03:25,1,29,14.0,4
17:04:34,38,42,10.0,7
17:05:42,48,48,14.0,10
17:06:51,45,40,10.0,35
17:07:59,2,41,8.0,9
17:09:08,47,23,9.0,11
17:10:17,14,17,6.0,19
17:11:25,14,13,8.0,5
17:12:34,8,20,4.0,17
17:13:42,1,42,1.0,11
17:14:51,19,8,2.0,13
17:15:59,58,15,2.0,10
17:17:08,51,48,1.0,5
17:18:17,28,49,3.0,14
17:19:25,29,32,3.0,17
17:20:34,35,40,1.0,16
17:21:42,43,34,1.0,15
17:22:51,22,9,1.0,14
18:00:00,6,1,25.0,17
18:01:08,1,29,24.0,23
18:02:17,20,16,18.0,18
18:03:25,24,29,12.0,13
18:04:34,14,7,10.0,9
18:05:42,57,42,10.0,4
18:06:51,36,33,11.0,4
18:07:59,13,31,8.0,6
18:09:08,3,7,8.0,16
18:10:17,55,4,9.0,15
18:11:25,69,23,9.0,16
18:12:34,4,35,3.0,8
18:13:42,4,38,2.0,15
18:14:51,58,19,3.0,11
18:15:59,4,37,2.0,11
18:17:08,14,21,2.0,14
18:18:17,48,29,4.0,13
18:19:25,13,8,3.0,10
18:20:34,42,45,2.0,10
18:21:42,68,42,2.0,9
18:22:51,2,38,4.0,11
19:00:00,50,38,28.0,29
19:01:08,68,34,22.0,4
19:02:17,38,34,18.0,4
19:03:25,45,39,10.0,25
19:04:34,59,38,10.0,8
19:05:42,7,8,12.0,11
19:06:51,69,16,12.0,5
19:07:59,14,46,9.0,18
19:09:08,45,7,5.0,12
19:10:17,39,11,7.0,10
19:11:25,9,13,5.0,13
19:12:34,64,7,4.0,10
19:13:42,29,47,4.0,15
19:14:51,21,8,2.0,15
19:15:59,22,4,2.0,7
19:17:08,23,36,4.0,5
19:18:17,12,13,3.0,17
19:19:25,60,36,3.0,11
19:20:34,43,15,1.0,17
19:21:42,29,27,4.0,12
19:22:51,9,11,4.0,13
20:00:00,38,13,29.0,19
20:01:08,53,42,17.0,13
20:02:17,61,30,15.0,5
20:03:25,12,36,10.0,7
20:04:34,48,47,14.0,15
20:05:42,6,11,11.0,4
20:06:51,18,22,13.0,4
20:07:59,64,17,6.0,27
20:09:08,66,25,8.0,14
20:10:17,63,13,5.0,6
20:11:25,44,41,8.0,12
20:12:34,57,40,1.0,5
20:13:42,21,8,3.0,17
20:14:51,3,6,1.0,16
20:15:59,3,26,4.0,9
20:17:08,25,18,1.0,12
20:18:17,6,39,1.0,12
20:19:25,69,41,2.0,8
20:20:34,30,20,2.0,12
20:21:42,52,25,4.0,8
20:22:51,30,30,3.0,7
21:00:00,47,17,33.0,13
21:01:08,36,6,21.0,23
21:02:17,32,2,21.0,35
21:03:25,4,39,11.0,4
21:04:34,46,27,14.0,5
21:05:42,3,20,11.0,9
21:06:51,48,47,10.0,12
21:07:59,17,32,5.0,16
21:09:08,16,48,5.0,24
21:10:17,15,4,5.0,15
21:11:25,34,29,7.0,17
21:12:34,21,2,4.0,9
21:13:42,21,47,3.0,4
21:14:51,60,15,2.0,6
21:15:59,6,18,3.0,7
21:17:08,31,34,2.0,8
21:18:17,60,24,2.0,16
21:19:25,35,19,1.0,11
21:20:34,29,33,4.0,16
21:21:42,28,17,4.0,17
21:22:51,68,45,1.0,5
22:00:00,13,44,26.0,23
22:01:08,49,37,18.0,18
22:02:17,14,34,22.0,7
22:03:25,2,45,12.0,4
22:04:34,67,2,11.0,4
22:05:42,51,42,11.0,14
22:06:51,65,46,13.0,8
22:07:59,63,4,8.0,13
22:09:08,2,14,5.0,16
22:10:17,65,37,9.0,5
22:11:25,54,29,9.0,7
22:12:34,19,3,2.0,5
22:13:42,22,28,4.0,15
22:14:51,23,49,2.0,12
22:15:59,65,6,3.0,15
22:17:08,5,26,2.0,9
22:18:17,26,36,1.0,17
22:19:25,30,5,4.0,16
22:20:34,5,22,3.0,6
22:21:42,53,20,1.0,12
22:22:51,67,47,2.0,5
23:00:00,67,16,25.0,15
23:01:08,47,27,20.0,4
23:02:17,50,23,23.0,4
23:03:25,37,41,13.0,17
23:04:34,55,42,11.0,7
23:05:42,21,44,14.0,9
23:06:51,46,14,13.0,7
23:07:59,34,21,6.0,17
23:09:08,19,2,9.0,8
23:10:17,21,22,8.0,13
23:11:25,24,7,9.0,13
23:12:34,32,37,3.0,14
23:13:42,3,32,4.0,16
23:14:51,30,49,4.0,16
23:15:59,62,47,2.0,20
23:17:08,54,39,3.0,24
23:18:17,24,20,3.0,11
23:19:25,53,37,4.0,7
23:20:34,51,14,2.0,10
23:21:42,25,47,3.0,9
23:22:51,46,3,1.0,10
24:00:00,64,41,28.0,22
24:01:08,34,35,21.0,6
24:02:17,20,43,23.0,17
24:03:25,66,29,13.0,4
24:04:34,69,36,14.0,24
24:05:42,39,27,13.0,4
24:06:51,60,26,14.0,16
24:07:59,37,19,8.0,17
24:09:08,43,49,6.0,16
24:10:17,6,47,6.0,16
24:11:25,61,47,7.0,15
24:12:34,53,7,1.0,12
24:13:42,32,29,2.0,7
24:14:51,41,14,2.0,9
24:15:59,65,17,2.0,16
24:17:08,24,24,4.0,14
24:18:17,4,48,2.0,6
24:19:25,37,15,2.0,7
24:20:34,38,48,1.0,6
24:21:42,43,20,3.0,10
24:22:51,66,36,3.0,11
25:00:00,56,10,26.0,15
25:01:08,13,30,17.0,4
25:02:17,51,36,23.0,6
25:03:25,38,19,13.0,11
25:04:34,48,39,12.0,17
25:05:42,55,25,10.0,8
25:06:51,28,46,11.0,31
25:07:59,6,4,7.0,4
25:09:08,40,7,7.0,13
25:10:17,16,17,5.0,9
25:11:25,65,26,5.0,5
25:12:34,19,10,4.0,12
25:13:42,25,4,1.0,12
25:14:51,19,23,3.0,17
25:15:59,3,12,1.0,7
25:17:08,11,41,2.0,35
25:18:17,40,4,2.0,16
25:19:25,66,8,3.0,11
25:20:34,25,26,1.0,16
25:21:42,50,25,4.0,15
25:22:51,59,5,1.0,7
26:00:00,63,1,30.0,28
26:01:08,9,39,19.0,10
26:02:17,8,27,22.0,14
26:03:25,4,41,10.0,29
